         TIME   TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      FLUID      FLUID      FLUID      FLUID      FLUID      FLUID     
                FLOW IN    FLOW IN    FLOW IN    FLOW OUT   FLOW OUT   FLOW OUT   STORAGE    STORAGE    STORAGE    VOL BAL    VOL BAL    VOL BAL   
                TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE      
              
  1.129973E+05  1.370E+00  1.003E-03  2.507E-06 -1.325E+00 -1.809E-03 -4.522E-06  4.653E-02 -8.060E-04 -2.015E-06  8.631E-08  1.904E-13  4.760E-16
  1.133973E+05  1.371E+00  1.003E-03  2.507E-06 -1.327E+00 -1.797E-03 -4.492E-06  4.574E-02 -7.939E-04 -1.985E-06  8.631E-08  1.684E-13  4.211E-16
  1.137973E+05  1.372E+00  1.003E-03  2.507E-06 -1.329E+00 -1.785E-03 -4.462E-06  4.496E-02 -7.819E-04 -1.955E-06  8.631E-08  1.522E-13  3.806E-16
  1.141973E+05  1.373E+00  1.003E-03  2.507E-06 -1.330E+00 -1.773E-03 -4.432E-06  4.419E-02 -7.700E-04 -1.925E-06  8.631E-08  1.317E-13  3.294E-16
  1.145973E+05  1.374E+00  1.003E-03  2.507E-06 -1.332E+00 -1.761E-03 -4.403E-06  4.343E-02 -7.583E-04 -1.896E-06  8.631E-08  1.186E-13  2.966E-16
  1.149973E+05  1.375E+00  1.003E-03  2.507E-06 -1.334E+00 -1.750E-03 -4.374E-06  4.268E-02 -7.468E-04 -1.867E-06  8.631E-08  9.338E-14  2.335E-16
  1.153973E+05  1.376E+00  1.003E-03  2.507E-06 -1.336E+00 -1.738E-03 -4.346E-06  4.195E-02 -7.354E-04 -1.839E-06  8.631E-08  8.571E-14  2.143E-16
  1.157973E+05  1.377E+00  1.003E-03  2.507E-06 -1.337E+00 -1.727E-03 -4.317E-06  4.122E-02 -7.242E-04 -1.811E-06  8.631E-08  6.999E-14  1.750E-16
  1.161973E+05  1.378E+00  1.003E-03  2.507E-06 -1.339E+00 -1.716E-03 -4.290E-06  4.051E-02 -7.131E-04 -1.783E-06  8.631E-08  5.830E-14  1.457E-16
  1.165973E+05  1.379E+00  1.003E-03  2.507E-06 -1.341E+00 -1.705E-03 -4.263E-06  3.981E-02 -7.022E-04 -1.756E-06  8.631E-08  4.525E-14  1.131E-16
  1.169973E+05  1.380E+00  1.003E-03  2.507E-06 -1.343E+00 -1.694E-03 -4.236E-06  3.912E-02 -6.915E-04 -1.729E-06  8.631E-08  3.592E-14  8.980E-17
  1.173973E+05  1.381E+00  1.003E-03  2.507E-06 -1.344E+00 -1.684E-03 -4.209E-06  3.843E-02 -6.808E-04 -1.702E-06  8.631E-08  2.404E-14  6.010E-17
  1.177973E+05  1.382E+00  1.003E-03  2.507E-06 -1.346E+00 -1.673E-03 -4.183E-06  3.776E-02 -6.704E-04 -1.676E-06  8.631E-08  1.749E-14  4.372E-17
  1.181973E+05  1.383E+00  1.003E-03  2.507E-06 -1.348E+00 -1.663E-03 -4.157E-06  3.710E-02 -6.600E-04 -1.650E-06  8.631E-08  7.004E-17  1.751E-19
  1.185973E+05  1.384E+00  1.003E-03  2.507E-06 -1.349E+00 -1.653E-03 -4.131E-06  3.645E-02 -6.498E-04 -1.625E-06  8.631E-08  9.691E-16  2.423E-18
  1.189973E+05  1.385E+00  1.003E-03  2.507E-06 -1.351E+00 -1.643E-03 -4.106E-06  3.581E-02 -6.397E-04 -1.599E-06  8.631E-08 -6.103E-15 -1.526E-17
  1.193973E+05  1.386E+00  1.003E-03  2.507E-06 -1.352E+00 -1.633E-03 -4.082E-06  3.518E-02 -6.298E-04 -1.575E-06  8.631E-08 -1.665E-14 -4.162E-17
  1.197973E+05  1.387E+00  1.003E-03  2.507E-06 -1.354E+00 -1.623E-03 -4.057E-06  3.456E-02 -6.200E-04 -1.550E-06  8.631E-08 -2.512E-14 -6.281E-17
  1.201973E+05  1.388E+00  1.003E-03  2.507E-06 -1.356E+00 -1.613E-03 -4.033E-06  3.395E-02 -6.104E-04 -1.526E-06  8.631E-08 -2.894E-14 -7.236E-17
  1.205973E+05  1.389E+00  1.003E-03  2.507E-06 -1.357E+00 -1.604E-03 -4.009E-06  3.335E-02 -6.008E-04 -1.502E-06  8.631E-08 -3.995E-14 -9.988E-17
  1.209973E+05  1.390E+00  1.003E-03  2.507E-06 -1.359E+00 -1.594E-03 -3.985E-06  3.276E-02 -5.914E-04 -1.479E-06  8.631E-08 -4.413E-14 -1.103E-16
  1.213973E+05  1.391E+00  1.003E-03  2.507E-06 -1.360E+00 -1.585E-03 -3.962E-06  3.218E-02 -5.821E-04 -1.455E-06  8.631E-08 -5.151E-14 -1.288E-16
  1.217973E+05  1.392E+00  1.003E-03  2.507E-06 -1.362E+00 -1.576E-03 -3.939E-06  3.161E-02 -5.730E-04 -1.432E-06  8.631E-08 -5.567E-14 -1.392E-16
  1.221973E+05  1.393E+00  1.003E-03  2.507E-06 -1.364E+00 -1.567E-03 -3.917E-06  3.104E-02 -5.639E-04 -1.410E-06  8.631E-08 -6.107E-14 -1.527E-16
  1.225973E+05  1.394E+00  1.003E-03  2.507E-06 -1.365E+00 -1.558E-03 -3.895E-06  3.049E-02 -5.550E-04 -1.388E-06  8.631E-08 -6.278E-14 -1.570E-16
  1.229973E+05  1.395E+00  1.003E-03  2.507E-06 -1.367E+00 -1.549E-03 -3.873E-06  2.994E-02 -5.462E-04 -1.366E-06  8.631E-08 -6.576E-14 -1.644E-16
  1.233973E+05  1.396E+00  1.003E-03  2.507E-06 -1.368E+00 -1.540E-03 -3.851E-06  2.940E-02 -5.376E-04 -1.344E-06  8.631E-08 -7.106E-14 -1.777E-16
  1.237973E+05  1.397E+00  1.003E-03  2.507E-06 -1.370E+00 -1.532E-03 -3.829E-06  2.887E-02 -5.290E-04 -1.322E-06  8.631E-08 -7.401E-14 -1.850E-16
  1.241973E+05  1.398E+00  1.003E-03  2.507E-06 -1.371E+00 -1.523E-03 -3.808E-06  2.835E-02 -5.205E-04 -1.301E-06  8.631E-08 -7.406E-14 -1.851E-16
  1.245973E+05  1.399E+00  1.003E-03  2.507E-06 -1.373E+00 -1.515E-03 -3.787E-06  2.784E-02 -5.122E-04 -1.281E-06  8.631E-08 -7.179E-14 -1.795E-16
  1.249973E+05  1.400E+00  1.003E-03  2.507E-06 -1.374E+00 -1.507E-03 -3.767E-06  2.734E-02 -5.040E-04 -1.260E-06  8.631E-08 -7.825E-14 -1.956E-16
  1.253973E+05  1.401E+00  1.003E-03  2.507E-06 -1.376E+00 -1.499E-03 -3.747E-06  2.684E-02 -4.959E-04 -1.240E-06  8.631E-08 -7.739E-14 -1.935E-16
  1.257973E+05  1.402E+00  1.003E-03  2.507E-06 -1.377E+00 -1.491E-03 -3.727E-06  2.635E-02 -4.879E-04 -1.220E-06  8.631E-08 -8.541E-14 -2.135E-16
  1.261973E+05  1.403E+00  1.003E-03  2.507E-06 -1.379E+00 -1.483E-03 -3.707E-06  2.587E-02 -4.800E-04 -1.200E-06  8.631E-08 -8.133E-14 -2.033E-16
  1.265973E+05  1.404E+00  1.003E-03  2.507E-06 -1.380E+00 -1.475E-03 -3.687E-06  2.540E-02 -4.722E-04 -1.180E-06  8.631E-08 -8.204E-14 -2.051E-16
  1.269973E+05  1.405E+00  1.003E-03  2.507E-06 -1.382E+00 -1.467E-03 -3.668E-06  2.494E-02 -4.645E-04 -1.161E-06  8.631E-08 -8.666E-14 -2.167E-16
  1.273973E+05  1.406E+00  1.003E-03  2.507E-06 -1.383E+00 -1.460E-03 -3.649E-06  2.448E-02 -4.569E-04 -1.142E-06  8.631E-08 -8.570E-14 -2.142E-16
  1.277973E+05  1.407E+00  1.003E-03  2.507E-06 -1.385E+00 -1.452E-03 -3.631E-06  2.403E-02 -4.494E-04 -1.124E-06  8.631E-08 -8.576E-14 -2.144E-16
  1.281973E+05  1.408E+00  1.003E-03  2.507E-06 -1.386E+00 -1.445E-03 -3.612E-06  2.359E-02 -4.420E-04 -1.105E-06  8.631E-08 -8.481E-14 -2.120E-16
  1.285973E+05  1.409E+00  1.003E-03  2.507E-06 -1.388E+00 -1.438E-03 -3.594E-06  2.315E-02 -4.348E-04 -1.087E-06  8.631E-08 -9.025E-14 -2.256E-16
  1.289973E+05  1.410E+00  1.003E-03  2.507E-06 -1.389E+00 -1.430E-03 -3.576E-06  2.273E-02 -4.276E-04 -1.069E-06  8.631E-08 -8.739E-14 -2.185E-16
  1.293973E+05  1.411E+00  1.003E-03  2.507E-06 -1.390E+00 -1.423E-03 -3.558E-06  2.231E-02 -4.205E-04 -1.051E-06  8.631E-08 -8.924E-14 -2.231E-16
  1.297973E+05  1.412E+00  1.003E-03  2.507E-06 -1.392E+00 -1.416E-03 -3.541E-06  2.189E-02 -4.135E-04 -1.034E-06  8.631E-08 -8.909E-14 -2.227E-16
  1.301973E+05  1.413E+00  1.003E-03  2.507E-06 -1.393E+00 -1.409E-03 -3.523E-06  2.149E-02 -4.066E-04 -1.017E-06  8.631E-08 -8.689E-14 -2.172E-16
  1.305973E+05  1.414E+00  1.003E-03  2.507E-06 -1.395E+00 -1.403E-03 -3.506E-06  2.109E-02 -3.998E-04 -9.995E-07  8.631E-08 -8.851E-14 -2.213E-16
  1.309973E+05  1.415E+00  1.003E-03  2.507E-06 -1.396E+00 -1.396E-03 -3.490E-06  2.069E-02 -3.931E-04 -9.827E-07  8.631E-08 -9.105E-14 -2.276E-16
  1.313973E+05  1.416E+00  1.003E-03  2.507E-06 -1.397E+00 -1.389E-03 -3.473E-06  2.031E-02 -3.865E-04 -9.662E-07  8.631E-08 -8.583E-14 -2.146E-16
  1.317973E+05  1.417E+00  1.003E-03  2.507E-06 -1.399E+00 -1.383E-03 -3.457E-06  1.993E-02 -3.799E-04 -9.498E-07  8.631E-08 -9.014E-14 -2.253E-16
  1.321973E+05  1.418E+00  1.003E-03  2.507E-06 -1.400E+00 -1.376E-03 -3.441E-06  1.955E-02 -3.735E-04 -9.337E-07  8.631E-08 -8.606E-14 -2.151E-16
  1.325973E+05  1.419E+00  1.003E-03  2.507E-06 -1.402E+00 -1.370E-03 -3.425E-06  1.919E-02 -3.671E-04 -9.178E-07  8.631E-08 -8.439E-14 -2.110E-16
  1.329973E+05  1.420E+00  1.003E-03  2.507E-06 -1.403E+00 -1.364E-03 -3.409E-06  1.883E-02 -3.609E-04 -9.022E-07  8.631E-08 -8.803E-14 -2.201E-16
  1.333973E+05  1.421E+00  1.003E-03  2.507E-06 -1.404E+00 -1.357E-03 -3.394E-06  1.847E-02 -3.547E-04 -8.867E-07  8.631E-08 -8.667E-14 -2.167E-16
  1.337973E+05  1.422E+00  1.003E-03  2.507E-06 -1.406E+00 -1.351E-03 -3.378E-06  1.812E-02 -3.486E-04 -8.715E-07  8.631E-08 -8.550E-14 -2.137E-16
  1.341973E+05  1.423E+00  1.003E-03  2.507E-06 -1.407E+00 -1.345E-03 -3.363E-06  1.778E-02 -3.426E-04 -8.564E-07  8.631E-08 -8.357E-14 -2.089E-16
  1.345973E+05  1.424E+00  1.003E-03  2.507E-06 -1.408E+00 -1.339E-03 -3.349E-06  1.744E-02 -3.366E-04 -8.416E-07  8.631E-08 -8.358E-14 -2.090E-16
  1.349973E+05  1.425E+00  1.003E-03  2.507E-06 -1.410E+00 -1.334E-03 -3.334E-06  1.711E-02 -3.308E-04 -8.270E-07  8.631E-08 -8.017E-14 -2.004E-16
  1.353973E+05  1.426E+00  1.003E-03  2.507E-06 -1.411E+00 -1.328E-03 -3.320E-06  1.679E-02 -3.250E-04 -8.126E-07  8.631E-08 -8.013E-14 -2.003E-16
  1.357973E+05  1.427E+00  1.003E-03  2.507E-06 -1.412E+00 -1.322E-03 -3.305E-06  1.647E-02 -3.193E-04 -7.984E-07  8.631E-08 -8.041E-14 -2.010E-16
  1.361973E+05  1.428E+00  1.003E-03  2.507E-06 -1.414E+00 -1.317E-03 -3.291E-06  1.615E-02 -3.137E-04 -7.843E-07  8.631E-08 -7.966E-14 -1.991E-16
  1.365973E+05  1.429E+00  1.003E-03  2.507E-06 -1.415E+00 -1.311E-03 -3.277E-06  1.585E-02 -3.082E-04 -7.705E-07  8.631E-08 -7.787E-14 -1.947E-16
  1.369973E+05  1.430E+00  1.003E-03  2.507E-06 -1.416E+00 -1.306E-03 -3.264E-06  1.554E-02 -3.028E-04 -7.569E-07  8.631E-08 -7.504E-14 -1.876E-16
  1.373973E+05  1.431E+00  1.003E-03  2.507E-06 -1.418E+00 -1.300E-03 -3.250E-06  1.525E-02 -2.974E-04 -7.434E-07  8.631E-08 -7.683E-14 -1.921E-16
  1.377973E+05  1.432E+00  1.003E-03  2.507E-06 -1.419E+00 -1.295E-03 -3.237E-06  1.495E-02 -2.921E-04 -7.302E-07  8.630E-08 -7.408E-14 -1.852E-16
  1.381973E+05  1.433E+00  1.003E-03  2.507E-06 -1.420E+00 -1.290E-03 -3.224E-06  1.467E-02 -2.868E-04 -7.171E-07  8.630E-08 -7.381E-14 -1.845E-16
  1.385973E+05  1.434E+00  1.003E-03  2.507E-06 -1.421E+00 -1.284E-03 -3.211E-06  1.439E-02 -2.817E-04 -7.042E-07  8.630E-08 -6.997E-14 -1.749E-16
  1.389973E+05  1.435E+00  1.003E-03  2.507E-06 -1.423E+00 -1.279E-03 -3.198E-06  1.411E-02 -2.766E-04 -6.915E-07  8.630E-08 -6.919E-14 -1.730E-16
  1.393973E+05  1.436E+00  1.003E-03  2.507E-06 -1.424E+00 -1.274E-03 -3.186E-06  1.384E-02 -2.716E-04 -6.790E-07  8.630E-08 -6.723E-14 -1.681E-16
  1.397973E+05  1.437E+00  1.003E-03  2.507E-06 -1.425E+00 -1.269E-03 -3.174E-06  1.357E-02 -2.667E-04 -6.667E-07  8.630E-08 -6.692E-14 -1.673E-16
  1.401973E+05  1.438E+00  1.003E-03  2.507E-06 -1.426E+00 -1.265E-03 -3.161E-06  1.331E-02 -2.618E-04 -6.545E-07  8.630E-08 -6.467E-14 -1.617E-16
  1.405973E+05  1.439E+00  1.003E-03  2.507E-06 -1.428E+00 -1.260E-03 -3.149E-06  1.305E-02 -2.570E-04 -6.425E-07  8.630E-08 -6.654E-14 -1.663E-16
  1.409973E+05  1.440E+00  1.003E-03  2.507E-06 -1.429E+00 -1.255E-03 -3.138E-06  1.280E-02 -2.523E-04 -6.307E-07  8.630E-08 -6.604E-14 -1.651E-16
  1.413973E+05  1.441E+00  1.003E-03  2.507E-06 -1.430E+00 -1.250E-03 -3.126E-06  1.255E-02 -2.476E-04 -6.191E-07  8.630E-08 -6.378E-14 -1.595E-16
  1.417973E+05  1.442E+00  1.003E-03  2.507E-06 -1.431E+00 -1.246E-03 -3.115E-06  1.231E-02 -2.430E-04 -6.076E-07  8.630E-08 -6.083E-14 -1.521E-16
  1.421973E+05  1.443E+00  1.003E-03  2.507E-06 -1.433E+00 -1.241E-03 -3.103E-06  1.207E-02 -2.385E-04 -5.963E-07  8.630E-08 -6.236E-14 -1.559E-16
  1.425973E+05  1.444E+00  1.003E-03  2.507E-06 -1.434E+00 -1.237E-03 -3.092E-06  1.184E-02 -2.341E-04 -5.851E-07  8.630E-08 -5.932E-14 -1.483E-16
  1.429973E+05  1.445E+00  1.003E-03  2.507E-06 -1.435E+00 -1.232E-03 -3.081E-06  1.161E-02 -2.297E-04 -5.742E-07  8.630E-08 -5.959E-14 -1.490E-16
  1.433973E+05  1.446E+00  1.003E-03  2.507E-06 -1.436E+00 -1.228E-03 -3.070E-06  1.138E-02 -2.253E-04 -5.633E-07  8.630E-08 -6.121E-14 -1.530E-16
  1.437973E+05  1.447E+00  1.003E-03  2.507E-06 -1.438E+00 -1.224E-03 -3.060E-06  1.116E-02 -2.211E-04 -5.527E-07  8.630E-08 -5.487E-14 -1.372E-16
  1.441973E+05  1.448E+00  1.003E-03  2.507E-06 -1.439E+00 -1.220E-03 -3.049E-06  1.094E-02 -2.169E-04 -5.422E-07  8.630E-08 -5.154E-14 -1.289E-16
  1.445973E+05  1.449E+00  1.003E-03  2.507E-06 -1.440E+00 -1.216E-03 -3.039E-06  1.073E-02 -2.127E-04 -5.318E-07  8.630E-08 -5.362E-14 -1.340E-16
  1.449973E+05  1.450E+00  1.003E-03  2.507E-06 -1.441E+00 -1.211E-03 -3.029E-06  1.052E-02 -2.087E-04 -5.217E-07  8.630E-08 -5.116E-14 -1.279E-16
  1.453973E+05  1.451E+00  1.003E-03  2.507E-06 -1.443E+00 -1.207E-03 -3.019E-06  1.032E-02 -2.046E-04 -5.116E-07  8.630E-08 -5.209E-14 -1.302E-16
  1.457973E+05  1.452E+00  1.003E-03  2.507E-06 -1.444E+00 -1.203E-03 -3.009E-06  1.012E-02 -2.007E-04 -5.017E-07  8.630E-08 -4.803E-14 -1.201E-16
  1.461973E+05  1.453E+00  1.003E-03  2.507E-06 -1.445E+00 -1.200E-03 -2.999E-06  9.920E-03 -1.968E-04 -4.920E-07  8.630E-08 -4.878E-14 -1.220E-16
  1.465973E+05  1.454E+00  1.003E-03  2.507E-06 -1.446E+00 -1.196E-03 -2.989E-06  9.727E-03 -1.930E-04 -4.824E-07  8.630E-08 -4.742E-14 -1.186E-16
  1.469973E+05  1.455E+00  1.003E-03  2.507E-06 -1.447E+00 -1.192E-03 -2.980E-06  9.537E-03 -1.892E-04 -4.730E-07  8.630E-08 -5.127E-14 -1.282E-16
  1.473973E+05  1.456E+00  1.003E-03  2.507E-06 -1.448E+00 -1.188E-03 -2.971E-06  9.352E-03 -1.855E-04 -4.637E-07  8.630E-08 -4.404E-14 -1.101E-16
  1.477973E+05  1.457E+00  1.003E-03  2.507E-06 -1.450E+00 -1.185E-03 -2.962E-06  9.170E-03 -1.818E-04 -4.545E-07  8.630E-08 -4.129E-14 -1.032E-16
  1.481973E+05  1.458E+00  1.003E-03  2.507E-06 -1.451E+00 -1.181E-03 -2.952E-06  8.992E-03 -1.782E-04 -4.455E-07  8.630E-08 -4.412E-14 -1.103E-16
  1.485973E+05  1.459E+00  1.003E-03  2.507E-06 -1.452E+00 -1.177E-03 -2.944E-06  8.817E-03 -1.747E-04 -4.367E-07  8.630E-08 -4.281E-14 -1.070E-16
  1.489973E+05  1.460E+00  1.003E-03  2.507E-06 -1.453E+00 -1.174E-03 -2.935E-06  8.646E-03 -1.712E-04 -4.279E-07  8.630E-08 -4.147E-14 -1.037E-16
  1.493973E+05  1.461E+00  1.003E-03  2.507E-06 -1.454E+00 -1.171E-03 -2.926E-06  8.478E-03 -1.677E-04 -4.194E-07  8.630E-08 -3.902E-14 -9.756E-17
  1.497973E+05  1.462E+00  1.003E-03  2.507E-06 -1.456E+00 -1.167E-03 -2.918E-06  8.314E-03 -1.644E-04 -4.109E-07  8.630E-08 -4.030E-14 -1.007E-16
  1.501973E+05  1.463E+00  1.003E-03  2.507E-06 -1.457E+00 -1.164E-03 -2.910E-06  8.153E-03 -1.610E-04 -4.026E-07  8.630E-08 -4.093E-14 -1.023E-16
  1.505973E+05  1.464E+00  1.003E-03  2.507E-06 -1.458E+00 -1.161E-03 -2.901E-06  7.995E-03 -1.578E-04 -3.944E-07  8.630E-08 -3.505E-14 -8.762E-17
  1.509973E+05  1.465E+00  1.003E-03  2.507E-06 -1.459E+00 -1.157E-03 -2.893E-06  7.841E-03 -1.545E-04 -3.863E-07  8.630E-08 -3.372E-14 -8.430E-17
  1.513973E+05  1.466E+00  1.003E-03  2.507E-06 -1.460E+00 -1.154E-03 -2.885E-06  7.689E-03 -1.514E-04 -3.784E-07  8.630E-08 -3.210E-14 -8.025E-17
  1.517973E+05  1.467E+00  1.003E-03  2.507E-06 -1.461E+00 -1.151E-03 -2.878E-06  7.541E-03 -1.482E-04 -3.706E-07  8.630E-08 -3.324E-14 -8.310E-17
  1.521973E+05  1.468E+00  1.003E-03  2.507E-06 -1.462E+00 -1.148E-03 -2.870E-06  7.396E-03 -1.452E-04 -3.629E-07  8.630E-08 -3.231E-14 -8.077E-17
  1.525973E+05  1.469E+00  1.003E-03  2.507E-06 -1.464E+00 -1.145E-03 -2.862E-06  7.254E-03 -1.422E-04 -3.554E-07  8.630E-08 -3.288E-14 -8.220E-17
  1.529973E+05  1.470E+00  1.003E-03  2.507E-06 -1.465E+00 -1.142E-03 -2.855E-06  7.115E-03 -1.392E-04 -3.480E-07  8.630E-08 -3.287E-14 -8.218E-17
  1.533973E+05  1.471E+00  1.003E-03  2.507E-06 -1.466E+00 -1.139E-03 -2.848E-06  6.978E-03 -1.363E-04 -3.407E-07  8.630E-08 -3.287E-14 -8.219E-17
  1.537973E+05  1.472E+00  1.003E-03  2.507E-06 -1.467E+00 -1.136E-03 -2.840E-06  6.845E-03 -1.334E-04 -3.335E-07  8.630E-08 -2.900E-14 -7.250E-17
  1.541973E+05  1.473E+00  1.003E-03  2.507E-06 -1.468E+00 -1.133E-03 -2.833E-06  6.714E-03 -1.306E-04 -3.264E-07  8.630E-08 -2.771E-14 -6.927E-17
  1.545973E+05  1.474E+00  1.003E-03  2.507E-06 -1.469E+00 -1.131E-03 -2.826E-06  6.586E-03 -1.278E-04 -3.195E-07  8.630E-08 -3.221E-14 -8.054E-17
  1.549973E+05  1.475E+00  1.003E-03  2.507E-06 -1.470E+00 -1.128E-03 -2.820E-06  6.461E-03 -1.251E-04 -3.127E-07  8.630E-08 -3.085E-14 -7.712E-17
  1.553973E+05  1.476E+00  1.003E-03  2.507E-06 -1.472E+00 -1.125E-03 -2.813E-06  6.339E-03 -1.224E-04 -3.060E-07  8.630E-08 -2.535E-14 -6.337E-17
  1.557973E+05  1.477E+00  1.003E-03  2.507E-06 -1.473E+00 -1.123E-03 -2.806E-06  6.219E-03 -1.198E-04 -2.994E-07  8.630E-08 -2.695E-14 -6.738E-17
  1.561973E+05  1.478E+00  1.003E-03  2.507E-06 -1.474E+00 -1.120E-03 -2.800E-06  6.102E-03 -1.172E-04 -2.929E-07  8.630E-08 -2.711E-14 -6.776E-17
  1.565973E+05  1.479E+00  1.003E-03  2.507E-06 -1.475E+00 -1.117E-03 -2.794E-06  5.987E-03 -1.146E-04 -2.866E-07  8.630E-08 -2.504E-14 -6.260E-17
  1.569973E+05  1.480E+00  1.003E-03  2.507E-06 -1.476E+00 -1.115E-03 -2.787E-06  5.875E-03 -1.121E-04 -2.803E-07  8.630E-08 -2.193E-14 -5.482E-17
  1.573973E+05  1.481E+00  1.003E-03  2.507E-06 -1.477E+00 -1.112E-03 -2.781E-06  5.766E-03 -1.097E-04 -2.742E-07  8.630E-08 -2.185E-14 -5.461E-17
  1.577973E+05  1.482E+00  1.003E-03  2.507E-06 -1.478E+00 -1.110E-03 -2.775E-06  5.658E-03 -1.073E-04 -2.681E-07  8.630E-08 -2.329E-14 -5.823E-17
  1.581973E+05  1.483E+00  1.003E-03  2.507E-06 -1.479E+00 -1.108E-03 -2.769E-06  5.554E-03 -1.049E-04 -2.622E-07  8.630E-08 -2.232E-14 -5.579E-17
  1.585973E+05  1.484E+00  1.003E-03  2.507E-06 -1.480E+00 -1.105E-03 -2.763E-06  5.451E-03 -1.026E-04 -2.564E-07  8.630E-08 -2.232E-14 -5.580E-17
  1.589973E+05  1.485E+00  1.003E-03  2.507E-06 -1.482E+00 -1.103E-03 -2.758E-06  5.351E-03 -1.003E-04 -2.507E-07  8.630E-08 -2.173E-14 -5.431E-17
  1.593973E+05  1.486E+00  1.003E-03  2.507E-06 -1.483E+00 -1.101E-03 -2.752E-06  5.253E-03 -9.802E-05 -2.450E-07  8.630E-08 -1.929E-14 -4.824E-17
  1.597973E+05  1.487E+00  1.003E-03  2.507E-06 -1.484E+00 -1.099E-03 -2.746E-06  5.157E-03 -9.581E-05 -2.395E-07  8.630E-08 -1.418E-14 -3.546E-17
  1.601973E+05  1.488E+00  1.003E-03  2.507E-06 -1.485E+00 -1.096E-03 -2.741E-06  5.063E-03 -9.364E-05 -2.341E-07  8.630E-08 -1.911E-14 -4.778E-17
  1.605973E+05  1.489E+00  1.003E-03  2.507E-06 -1.486E+00 -1.094E-03 -2.736E-06  4.972E-03 -9.152E-05 -2.288E-07  8.630E-08 -1.898E-14 -4.744E-17
  1.609973E+05  1.490E+00  1.003E-03  2.507E-06 -1.487E+00 -1.092E-03 -2.731E-06  4.882E-03 -8.943E-05 -2.236E-07  8.630E-08 -1.475E-14 -3.687E-17
  1.613973E+05  1.491E+00  1.003E-03  2.507E-06 -1.488E+00 -1.090E-03 -2.725E-06  4.795E-03 -8.738E-05 -2.185E-07  8.630E-08 -1.688E-14 -4.219E-17
  1.617973E+05  1.492E+00  1.003E-03  2.507E-06 -1.489E+00 -1.088E-03 -2.720E-06  4.710E-03 -8.537E-05 -2.134E-07  8.630E-08 -9.675E-15 -2.419E-17
  1.621973E+05  1.493E+00  1.003E-03  2.507E-06 -1.490E+00 -1.086E-03 -2.715E-06  4.626E-03 -8.340E-05 -2.085E-07  8.630E-08 -1.425E-14 -3.561E-17
  1.625973E+05  1.494E+00  1.003E-03  2.507E-06 -1.491E+00 -1.084E-03 -2.711E-06  4.545E-03 -8.146E-05 -2.037E-07  8.630E-08 -1.617E-14 -4.042E-17
  1.629973E+05  1.495E+00  1.003E-03  2.507E-06 -1.492E+00 -1.082E-03 -2.706E-06  4.465E-03 -7.956E-05 -1.989E-07  8.630E-08 -1.671E-14 -4.177E-17
  1.633973E+05  1.496E+00  1.003E-03  2.507E-06 -1.494E+00 -1.080E-03 -2.701E-06  4.387E-03 -7.770E-05 -1.943E-07  8.630E-08 -1.421E-14 -3.551E-17
  1.637973E+05  1.497E+00  1.003E-03  2.507E-06 -1.495E+00 -1.079E-03 -2.697E-06  4.312E-03 -7.587E-05 -1.897E-07  8.630E-08 -1.436E-14 -3.590E-17
  1.641973E+05  1.498E+00  1.003E-03  2.507E-06 -1.496E+00 -1.077E-03 -2.692E-06  4.237E-03 -7.408E-05 -1.852E-07  8.630E-08 -1.295E-14 -3.238E-17
  1.645973E+05  1.499E+00  1.003E-03  2.507E-06 -1.497E+00 -1.075E-03 -2.688E-06  4.165E-03 -7.233E-05 -1.808E-07  8.630E-08 -1.144E-14 -2.860E-17
  1.649973E+05  1.500E+00  1.003E-03  2.507E-06 -1.498E+00 -1.073E-03 -2.683E-06  4.095E-03 -7.060E-05 -1.765E-07  8.630E-08 -9.721E-15 -2.430E-17
  1.653973E+05  1.501E+00  1.003E-03  2.507E-06 -1.499E+00 -1.072E-03 -2.679E-06  4.026E-03 -6.891E-05 -1.723E-07  8.630E-08 -7.393E-15 -1.848E-17
  1.657973E+05  1.502E+00  1.003E-03  2.507E-06 -1.500E+00 -1.070E-03 -2.675E-06  3.958E-03 -6.726E-05 -1.681E-07  8.630E-08 -1.233E-14 -3.081E-17
  1.661973E+05  1.503E+00  1.003E-03  2.507E-06 -1.501E+00 -1.068E-03 -2.671E-06  3.893E-03 -6.564E-05 -1.641E-07  8.630E-08 -9.680E-15 -2.420E-17
  1.665973E+05  1.504E+00  1.003E-03  2.507E-06 -1.502E+00 -1.067E-03 -2.667E-06  3.829E-03 -6.405E-05 -1.601E-07  8.630E-08 -7.491E-15 -1.873E-17
  1.669973E+05  1.505E+00  1.003E-03  2.507E-06 -1.503E+00 -1.065E-03 -2.663E-06  3.766E-03 -6.249E-05 -1.562E-07  8.630E-08 -1.448E-14 -3.620E-17
  1.673973E+05  1.506E+00  1.003E-03  2.507E-06 -1.504E+00 -1.064E-03 -2.659E-06  3.705E-03 -6.096E-05 -1.524E-07  8.630E-08 -1.031E-14 -2.577E-17
  1.677973E+05  1.507E+00  1.003E-03  2.507E-06 -1.505E+00 -1.062E-03 -2.656E-06  3.646E-03 -5.946E-05 -1.487E-07  8.630E-08 -1.061E-14 -2.653E-17
