         TIME   TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      FLUID      FLUID      FLUID      FLUID      FLUID      FLUID     
                FLOW IN    FLOW IN    FLOW IN    FLOW OUT   FLOW OUT   FLOW OUT   STORAGE    STORAGE    STORAGE    VOL BAL    VOL BAL    VOL BAL   
                TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE      
              
  5.819728E+04  1.233E+00  9.961E-04  2.490E-06 -8.239E-01 -7.187E-03 -1.797E-05  4.104E-01 -6.191E-03 -1.548E-05  8.697E-08 -4.078E-11 -1.020E-13
  5.859728E+04  1.234E+00  9.967E-04  2.492E-06 -8.310E-01 -7.111E-03 -1.778E-05  4.043E-01 -6.114E-03 -1.529E-05  8.693E-08 -3.893E-11 -9.733E-14
  5.899728E+04  1.235E+00  9.971E-04  2.493E-06 -8.381E-01 -7.034E-03 -1.759E-05  3.982E-01 -6.037E-03 -1.509E-05  8.690E-08 -3.705E-11 -9.262E-14
  5.939728E+04  1.236E+00  9.976E-04  2.494E-06 -8.450E-01 -6.958E-03 -1.740E-05  3.923E-01 -5.961E-03 -1.490E-05  8.686E-08 -3.523E-11 -8.806E-14
  5.979728E+04  1.237E+00  9.980E-04  2.495E-06 -8.519E-01 -6.882E-03 -1.721E-05  3.864E-01 -5.884E-03 -1.471E-05  8.683E-08 -3.343E-11 -8.359E-14
  6.019728E+04  1.238E+00  9.983E-04  2.496E-06 -8.587E-01 -6.806E-03 -1.702E-05  3.806E-01 -5.808E-03 -1.452E-05  8.680E-08 -3.168E-11 -7.921E-14
  6.059728E+04  1.239E+00  9.987E-04  2.497E-06 -8.655E-01 -6.730E-03 -1.683E-05  3.748E-01 -5.731E-03 -1.433E-05  8.677E-08 -3.001E-11 -7.502E-14
  6.099728E+04  1.240E+00  9.990E-04  2.497E-06 -8.721E-01 -6.654E-03 -1.664E-05  3.692E-01 -5.655E-03 -1.414E-05  8.674E-08 -2.836E-11 -7.091E-14
  6.139728E+04  1.241E+00  9.992E-04  2.498E-06 -8.787E-01 -6.579E-03 -1.645E-05  3.636E-01 -5.580E-03 -1.395E-05  8.671E-08 -2.677E-11 -6.693E-14
  6.179728E+04  1.242E+00  9.995E-04  2.499E-06 -8.852E-01 -6.504E-03 -1.626E-05  3.581E-01 -5.504E-03 -1.376E-05  8.669E-08 -2.528E-11 -6.321E-14
  6.219728E+04  1.243E+00  9.997E-04  2.499E-06 -8.916E-01 -6.429E-03 -1.607E-05  3.527E-01 -5.429E-03 -1.357E-05  8.666E-08 -2.382E-11 -5.954E-14
  6.259728E+04  1.244E+00  1.000E-03  2.500E-06 -8.980E-01 -6.355E-03 -1.589E-05  3.473E-01 -5.355E-03 -1.339E-05  8.664E-08 -2.242E-11 -5.605E-14
  6.299728E+04  1.245E+00  1.000E-03  2.500E-06 -9.043E-01 -6.281E-03 -1.570E-05  3.420E-01 -5.280E-03 -1.320E-05  8.662E-08 -2.110E-11 -5.275E-14
  6.339728E+04  1.246E+00  1.000E-03  2.501E-06 -9.105E-01 -6.207E-03 -1.552E-05  3.368E-01 -5.207E-03 -1.302E-05  8.660E-08 -1.984E-11 -4.960E-14
  6.379728E+04  1.247E+00  1.001E-03  2.501E-06 -9.166E-01 -6.134E-03 -1.534E-05  3.317E-01 -5.133E-03 -1.283E-05  8.658E-08 -1.866E-11 -4.665E-14
  6.419728E+04  1.248E+00  1.001E-03  2.502E-06 -9.227E-01 -6.062E-03 -1.515E-05  3.266E-01 -5.061E-03 -1.265E-05  8.656E-08 -1.750E-11 -4.376E-14
  6.459728E+04  1.249E+00  1.001E-03  2.502E-06 -9.287E-01 -5.990E-03 -1.497E-05  3.216E-01 -4.989E-03 -1.247E-05  8.655E-08 -1.643E-11 -4.108E-14
  6.499728E+04  1.250E+00  1.001E-03  2.502E-06 -9.346E-01 -5.918E-03 -1.480E-05  3.167E-01 -4.917E-03 -1.229E-05  8.653E-08 -1.542E-11 -3.854E-14
  6.539728E+04  1.251E+00  1.001E-03  2.503E-06 -9.404E-01 -5.847E-03 -1.462E-05  3.119E-01 -4.846E-03 -1.212E-05  8.652E-08 -1.444E-11 -3.610E-14
  6.579728E+04  1.252E+00  1.001E-03  2.503E-06 -9.462E-01 -5.777E-03 -1.444E-05  3.071E-01 -4.776E-03 -1.194E-05  8.650E-08 -1.353E-11 -3.382E-14
  6.619728E+04  1.253E+00  1.001E-03  2.503E-06 -9.519E-01 -5.708E-03 -1.427E-05  3.024E-01 -4.707E-03 -1.177E-05  8.649E-08 -1.269E-11 -3.174E-14
  6.659728E+04  1.254E+00  1.001E-03  2.504E-06 -9.575E-01 -5.639E-03 -1.410E-05  2.978E-01 -4.638E-03 -1.159E-05  8.648E-08 -1.187E-11 -2.967E-14
  6.699728E+04  1.255E+00  1.002E-03  2.504E-06 -9.631E-01 -5.571E-03 -1.393E-05  2.932E-01 -4.570E-03 -1.142E-05  8.647E-08 -1.111E-11 -2.777E-14
  6.739728E+04  1.256E+00  1.002E-03  2.504E-06 -9.686E-01 -5.504E-03 -1.376E-05  2.887E-01 -4.502E-03 -1.126E-05  8.646E-08 -1.039E-11 -2.599E-14
  6.779728E+04  1.257E+00  1.002E-03  2.504E-06 -9.741E-01 -5.437E-03 -1.359E-05  2.843E-01 -4.436E-03 -1.109E-05  8.645E-08 -9.723E-12 -2.431E-14
  6.819728E+04  1.258E+00  1.002E-03  2.504E-06 -9.794E-01 -5.371E-03 -1.343E-05  2.799E-01 -4.370E-03 -1.092E-05  8.644E-08 -9.081E-12 -2.270E-14
  6.859728E+04  1.259E+00  1.002E-03  2.505E-06 -9.847E-01 -5.306E-03 -1.327E-05  2.756E-01 -4.305E-03 -1.076E-05  8.643E-08 -8.498E-12 -2.124E-14
  6.899728E+04  1.260E+00  1.002E-03  2.505E-06 -9.900E-01 -5.242E-03 -1.311E-05  2.713E-01 -4.240E-03 -1.060E-05  8.642E-08 -7.952E-12 -1.988E-14
  6.939728E+04  1.261E+00  1.002E-03  2.505E-06 -9.952E-01 -5.179E-03 -1.295E-05  2.672E-01 -4.177E-03 -1.044E-05  8.641E-08 -7.433E-12 -1.858E-14
  6.979728E+04  1.262E+00  1.002E-03  2.505E-06 -1.000E+00 -5.116E-03 -1.279E-05  2.631E-01 -4.114E-03 -1.028E-05  8.641E-08 -6.949E-12 -1.737E-14
  7.019728E+04  1.263E+00  1.002E-03  2.505E-06 -1.005E+00 -5.054E-03 -1.264E-05  2.590E-01 -4.052E-03 -1.013E-05  8.640E-08 -6.493E-12 -1.623E-14
  7.059728E+04  1.264E+00  1.002E-03  2.505E-06 -1.010E+00 -4.993E-03 -1.248E-05  2.550E-01 -3.991E-03 -9.977E-06  8.639E-08 -6.075E-12 -1.519E-14
  7.099728E+04  1.265E+00  1.002E-03  2.505E-06 -1.015E+00 -4.933E-03 -1.233E-05  2.511E-01 -3.930E-03 -9.826E-06  8.639E-08 -5.671E-12 -1.418E-14
  7.139728E+04  1.266E+00  1.002E-03  2.505E-06 -1.020E+00 -4.873E-03 -1.218E-05  2.472E-01 -3.871E-03 -9.677E-06  8.638E-08 -5.301E-12 -1.325E-14
  7.179728E+04  1.267E+00  1.002E-03  2.506E-06 -1.025E+00 -4.814E-03 -1.204E-05  2.434E-01 -3.812E-03 -9.530E-06  8.638E-08 -4.968E-12 -1.242E-14
  7.219728E+04  1.268E+00  1.002E-03  2.506E-06 -1.030E+00 -4.757E-03 -1.189E-05  2.396E-01 -3.754E-03 -9.386E-06  8.637E-08 -4.608E-12 -1.152E-14
  7.259728E+04  1.269E+00  1.002E-03  2.506E-06 -1.034E+00 -4.699E-03 -1.175E-05  2.359E-01 -3.697E-03 -9.243E-06  8.637E-08 -4.324E-12 -1.081E-14
  7.299728E+04  1.270E+00  1.002E-03  2.506E-06 -1.039E+00 -4.643E-03 -1.161E-05  2.323E-01 -3.641E-03 -9.102E-06  8.637E-08 -4.044E-12 -1.011E-14
  7.339728E+04  1.271E+00  1.002E-03  2.506E-06 -1.044E+00 -4.588E-03 -1.147E-05  2.287E-01 -3.585E-03 -8.964E-06  8.636E-08 -3.767E-12 -9.417E-15
  7.379728E+04  1.272E+00  1.002E-03  2.506E-06 -1.048E+00 -4.533E-03 -1.133E-05  2.252E-01 -3.531E-03 -8.827E-06  8.636E-08 -3.537E-12 -8.843E-15
  7.419728E+04  1.273E+00  1.002E-03  2.506E-06 -1.053E+00 -4.479E-03 -1.120E-05  2.217E-01 -3.477E-03 -8.692E-06  8.635E-08 -3.292E-12 -8.229E-15
  7.459728E+04  1.274E+00  1.002E-03  2.506E-06 -1.057E+00 -4.426E-03 -1.107E-05  2.183E-01 -3.424E-03 -8.560E-06  8.635E-08 -3.085E-12 -7.714E-15
  7.499728E+04  1.275E+00  1.002E-03  2.506E-06 -1.061E+00 -4.374E-03 -1.093E-05  2.149E-01 -3.372E-03 -8.429E-06  8.635E-08 -2.889E-12 -7.223E-15
  7.539728E+04  1.276E+00  1.002E-03  2.506E-06 -1.066E+00 -4.323E-03 -1.081E-05  2.116E-01 -3.320E-03 -8.300E-06  8.635E-08 -2.698E-12 -6.746E-15
  7.579728E+04  1.277E+00  1.002E-03  2.506E-06 -1.070E+00 -4.272E-03 -1.068E-05  2.083E-01 -3.269E-03 -8.173E-06  8.634E-08 -2.531E-12 -6.327E-15
  7.619728E+04  1.278E+00  1.003E-03  2.506E-06 -1.074E+00 -4.222E-03 -1.055E-05  2.051E-01 -3.219E-03 -8.048E-06  8.634E-08 -2.362E-12 -5.906E-15
  7.659728E+04  1.279E+00  1.003E-03  2.506E-06 -1.078E+00 -4.173E-03 -1.043E-05  2.019E-01 -3.170E-03 -7.925E-06  8.634E-08 -2.218E-12 -5.546E-15
  7.699728E+04  1.280E+00  1.003E-03  2.506E-06 -1.083E+00 -4.124E-03 -1.031E-05  1.988E-01 -3.122E-03 -7.804E-06  8.634E-08 -2.075E-12 -5.188E-15
  7.739728E+04  1.281E+00  1.003E-03  2.506E-06 -1.087E+00 -4.077E-03 -1.019E-05  1.957E-01 -3.074E-03 -7.685E-06  8.633E-08 -1.944E-12 -4.861E-15
  7.779728E+04  1.282E+00  1.003E-03  2.506E-06 -1.091E+00 -4.030E-03 -1.007E-05  1.927E-01 -3.027E-03 -7.568E-06  8.633E-08 -1.820E-12 -4.550E-15
  7.819728E+04  1.283E+00  1.003E-03  2.506E-06 -1.095E+00 -3.984E-03 -9.959E-06  1.897E-01 -2.981E-03 -7.452E-06  8.633E-08 -1.698E-12 -4.245E-15
  7.859728E+04  1.284E+00  1.003E-03  2.506E-06 -1.099E+00 -3.938E-03 -9.845E-06  1.868E-01 -2.935E-03 -7.339E-06  8.633E-08 -1.587E-12 -3.966E-15
  7.899728E+04  1.285E+00  1.003E-03  2.507E-06 -1.102E+00 -3.893E-03 -9.733E-06  1.839E-01 -2.891E-03 -7.227E-06  8.633E-08 -1.480E-12 -3.700E-15
  7.939728E+04  1.286E+00  1.003E-03  2.507E-06 -1.106E+00 -3.849E-03 -9.623E-06  1.811E-01 -2.847E-03 -7.117E-06  8.633E-08 -1.402E-12 -3.506E-15
  7.979728E+04  1.287E+00  1.003E-03  2.507E-06 -1.110E+00 -3.806E-03 -9.515E-06  1.783E-01 -2.803E-03 -7.008E-06  8.633E-08 -1.311E-12 -3.279E-15
  8.019728E+04  1.288E+00  1.003E-03  2.507E-06 -1.114E+00 -3.763E-03 -9.408E-06  1.755E-01 -2.761E-03 -6.902E-06  8.632E-08 -1.219E-12 -3.048E-15
  8.059728E+04  1.289E+00  1.003E-03  2.507E-06 -1.118E+00 -3.721E-03 -9.303E-06  1.728E-01 -2.719E-03 -6.797E-06  8.632E-08 -1.149E-12 -2.873E-15
  8.099728E+04  1.290E+00  1.003E-03  2.507E-06 -1.121E+00 -3.680E-03 -9.200E-06  1.701E-01 -2.677E-03 -6.693E-06  8.632E-08 -1.074E-12 -2.686E-15
  8.139728E+04  1.291E+00  1.003E-03  2.507E-06 -1.125E+00 -3.639E-03 -9.098E-06  1.675E-01 -2.637E-03 -6.592E-06  8.632E-08 -1.012E-12 -2.530E-15
  8.179728E+04  1.292E+00  1.003E-03  2.507E-06 -1.129E+00 -3.599E-03 -8.998E-06  1.649E-01 -2.597E-03 -6.492E-06  8.632E-08 -9.627E-13 -2.407E-15
  8.219728E+04  1.293E+00  1.003E-03  2.507E-06 -1.132E+00 -3.560E-03 -8.900E-06  1.623E-01 -2.557E-03 -6.393E-06  8.632E-08 -8.943E-13 -2.236E-15
  8.259728E+04  1.294E+00  1.003E-03  2.507E-06 -1.136E+00 -3.521E-03 -8.803E-06  1.598E-01 -2.519E-03 -6.296E-06  8.632E-08 -8.376E-13 -2.094E-15
  8.299728E+04  1.295E+00  1.003E-03  2.507E-06 -1.139E+00 -3.483E-03 -8.708E-06  1.573E-01 -2.480E-03 -6.201E-06  8.632E-08 -7.859E-13 -1.965E-15
  8.339728E+04  1.296E+00  1.003E-03  2.507E-06 -1.143E+00 -3.446E-03 -8.614E-06  1.549E-01 -2.443E-03 -6.107E-06  8.632E-08 -7.391E-13 -1.848E-15
  8.379728E+04  1.297E+00  1.003E-03  2.507E-06 -1.146E+00 -3.409E-03 -8.522E-06  1.525E-01 -2.406E-03 -6.015E-06  8.632E-08 -7.027E-13 -1.757E-15
  8.419728E+04  1.298E+00  1.003E-03  2.507E-06 -1.149E+00 -3.372E-03 -8.431E-06  1.501E-01 -2.370E-03 -5.924E-06  8.632E-08 -6.527E-13 -1.632E-15
  8.459728E+04  1.299E+00  1.003E-03  2.507E-06 -1.153E+00 -3.337E-03 -8.342E-06  1.478E-01 -2.334E-03 -5.835E-06  8.631E-08 -6.130E-13 -1.532E-15
  8.499728E+04  1.300E+00  1.003E-03  2.507E-06 -1.156E+00 -3.301E-03 -8.254E-06  1.455E-01 -2.299E-03 -5.747E-06  8.631E-08 -5.755E-13 -1.439E-15
  8.539728E+04  1.301E+00  1.003E-03  2.507E-06 -1.159E+00 -3.267E-03 -8.167E-06  1.432E-01 -2.264E-03 -5.660E-06  8.631E-08 -5.406E-13 -1.351E-15
  8.579728E+04  1.302E+00  1.003E-03  2.507E-06 -1.162E+00 -3.233E-03 -8.082E-06  1.410E-01 -2.230E-03 -5.575E-06  8.631E-08 -5.097E-13 -1.274E-15
  8.619728E+04  1.303E+00  1.003E-03  2.507E-06 -1.166E+00 -3.199E-03 -7.998E-06  1.388E-01 -2.197E-03 -5.491E-06  8.631E-08 -4.821E-13 -1.205E-15
  8.659728E+04  1.304E+00  1.003E-03  2.507E-06 -1.169E+00 -3.166E-03 -7.916E-06  1.366E-01 -2.164E-03 -5.409E-06  8.631E-08 -4.473E-13 -1.118E-15
  8.699728E+04  1.305E+00  1.003E-03  2.507E-06 -1.172E+00 -3.134E-03 -7.835E-06  1.345E-01 -2.131E-03 -5.328E-06  8.631E-08 -4.294E-13 -1.074E-15
  8.739728E+04  1.306E+00  1.003E-03  2.507E-06 -1.175E+00 -3.102E-03 -7.755E-06  1.324E-01 -2.099E-03 -5.248E-06  8.631E-08 -3.947E-13 -9.867E-16
  8.779728E+04  1.307E+00  1.003E-03  2.507E-06 -1.178E+00 -3.070E-03 -7.676E-06  1.303E-01 -2.068E-03 -5.169E-06  8.631E-08 -3.775E-13 -9.438E-16
  8.819728E+04  1.308E+00  1.003E-03  2.507E-06 -1.181E+00 -3.040E-03 -7.599E-06  1.283E-01 -2.037E-03 -5.092E-06  8.631E-08 -3.599E-13 -8.997E-16
  8.859728E+04  1.309E+00  1.003E-03  2.507E-06 -1.184E+00 -3.009E-03 -7.523E-06  1.263E-01 -2.006E-03 -5.016E-06  8.631E-08 -3.322E-13 -8.305E-16
  8.899728E+04  1.310E+00  1.003E-03  2.507E-06 -1.187E+00 -2.979E-03 -7.448E-06  1.243E-01 -1.976E-03 -4.941E-06  8.631E-08 -3.184E-13 -7.961E-16
  8.939728E+04  1.311E+00  1.003E-03  2.507E-06 -1.190E+00 -2.950E-03 -7.374E-06  1.223E-01 -1.947E-03 -4.867E-06  8.631E-08 -3.006E-13 -7.514E-16
  8.979728E+04  1.312E+00  1.003E-03  2.507E-06 -1.193E+00 -2.921E-03 -7.301E-06  1.204E-01 -1.918E-03 -4.795E-06  8.631E-08 -2.825E-13 -7.063E-16
  9.019728E+04  1.313E+00  1.003E-03  2.507E-06 -1.196E+00 -2.892E-03 -7.230E-06  1.185E-01 -1.889E-03 -4.723E-06  8.631E-08 -2.698E-13 -6.745E-16
  9.059728E+04  1.314E+00  1.003E-03  2.507E-06 -1.199E+00 -2.864E-03 -7.160E-06  1.167E-01 -1.861E-03 -4.653E-06  8.631E-08 -2.545E-13 -6.362E-16
  9.099728E+04  1.315E+00  1.003E-03  2.507E-06 -1.202E+00 -2.836E-03 -7.090E-06  1.148E-01 -1.833E-03 -4.584E-06  8.631E-08 -2.363E-13 -5.907E-16
  9.139728E+04  1.316E+00  1.003E-03  2.507E-06 -1.204E+00 -2.809E-03 -7.022E-06  1.130E-01 -1.806E-03 -4.515E-06  8.631E-08 -2.282E-13 -5.705E-16
  9.179728E+04  1.317E+00  1.003E-03  2.507E-06 -1.207E+00 -2.782E-03 -6.955E-06  1.113E-01 -1.779E-03 -4.448E-06  8.631E-08 -2.097E-13 -5.241E-16
  9.219728E+04  1.318E+00  1.003E-03  2.507E-06 -1.210E+00 -2.756E-03 -6.889E-06  1.095E-01 -1.753E-03 -4.382E-06  8.631E-08 -2.096E-13 -5.239E-16
  9.259728E+04  1.319E+00  1.003E-03  2.507E-06 -1.213E+00 -2.730E-03 -6.824E-06  1.078E-01 -1.727E-03 -4.317E-06  8.631E-08 -1.900E-13 -4.749E-16
  9.299728E+04  1.320E+00  1.003E-03  2.507E-06 -1.215E+00 -2.704E-03 -6.760E-06  1.061E-01 -1.701E-03 -4.253E-06  8.631E-08 -1.750E-13 -4.376E-16
  9.339728E+04  1.321E+00  1.003E-03  2.507E-06 -1.218E+00 -2.679E-03 -6.697E-06  1.044E-01 -1.676E-03 -4.190E-06  8.631E-08 -1.703E-13 -4.258E-16
  9.379728E+04  1.322E+00  1.003E-03  2.507E-06 -1.221E+00 -2.654E-03 -6.635E-06  1.027E-01 -1.651E-03 -4.128E-06  8.631E-08 -1.660E-13 -4.150E-16
  9.419728E+04  1.323E+00  1.003E-03  2.507E-06 -1.223E+00 -2.630E-03 -6.574E-06  1.011E-01 -1.627E-03 -4.067E-06  8.631E-08 -1.620E-13 -4.050E-16
  9.459728E+04  1.324E+00  1.003E-03  2.507E-06 -1.226E+00 -2.606E-03 -6.514E-06  9.951E-02 -1.603E-03 -4.007E-06  8.631E-08 -1.388E-13 -3.470E-16
  9.499728E+04  1.325E+00  1.003E-03  2.507E-06 -1.229E+00 -2.582E-03 -6.455E-06  9.793E-02 -1.579E-03 -3.948E-06  8.631E-08 -1.372E-13 -3.431E-16
  9.539728E+04  1.326E+00  1.003E-03  2.507E-06 -1.231E+00 -2.559E-03 -6.396E-06  9.638E-02 -1.556E-03 -3.889E-06  8.631E-08 -1.251E-13 -3.127E-16
  9.579728E+04  1.327E+00  1.003E-03  2.507E-06 -1.234E+00 -2.536E-03 -6.339E-06  9.485E-02 -1.533E-03 -3.832E-06  8.631E-08 -1.225E-13 -3.062E-16
  9.619728E+04  1.328E+00  1.003E-03  2.507E-06 -1.236E+00 -2.513E-03 -6.282E-06  9.334E-02 -1.510E-03 -3.775E-06  8.631E-08 -1.172E-13 -2.929E-16
  9.659728E+04  1.329E+00  1.003E-03  2.507E-06 -1.239E+00 -2.491E-03 -6.226E-06  9.185E-02 -1.488E-03 -3.720E-06  8.631E-08 -1.084E-13 -2.710E-16
  9.699728E+04  1.330E+00  1.003E-03  2.507E-06 -1.241E+00 -2.469E-03 -6.172E-06  9.038E-02 -1.466E-03 -3.665E-06  8.631E-08 -9.567E-14 -2.392E-16
  9.739728E+04  1.331E+00  1.003E-03  2.507E-06 -1.244E+00 -2.447E-03 -6.117E-06  8.894E-02 -1.444E-03 -3.611E-06  8.631E-08 -9.530E-14 -2.382E-16
  9.779728E+04  1.332E+00  1.003E-03  2.507E-06 -1.246E+00 -2.426E-03 -6.064E-06  8.751E-02 -1.423E-03 -3.557E-06  8.631E-08 -9.543E-14 -2.386E-16
  9.819728E+04  1.333E+00  1.003E-03  2.507E-06 -1.248E+00 -2.405E-03 -6.012E-06  8.611E-02 -1.402E-03 -3.505E-06  8.631E-08 -9.193E-14 -2.298E-16
  9.859728E+04  1.334E+00  1.003E-03  2.507E-06 -1.251E+00 -2.384E-03 -5.960E-06  8.473E-02 -1.381E-03 -3.453E-06  8.631E-08 -8.098E-14 -2.024E-16
  9.899728E+04  1.335E+00  1.003E-03  2.507E-06 -1.253E+00 -2.364E-03 -5.909E-06  8.337E-02 -1.361E-03 -3.402E-06  8.631E-08 -7.982E-14 -1.995E-16
  9.939728E+04  1.336E+00  1.003E-03  2.507E-06 -1.255E+00 -2.344E-03 -5.859E-06  8.203E-02 -1.341E-03 -3.352E-06  8.631E-08 -7.423E-14 -1.856E-16
  9.979728E+04  1.337E+00  1.003E-03  2.507E-06 -1.258E+00 -2.324E-03 -5.810E-06  8.071E-02 -1.321E-03 -3.303E-06  8.631E-08 -7.252E-14 -1.813E-16
  1.001973E+05  1.338E+00  1.003E-03  2.507E-06 -1.260E+00 -2.304E-03 -5.761E-06  7.941E-02 -1.302E-03 -3.254E-06  8.631E-08 -7.055E-14 -1.764E-16
  1.005973E+05  1.339E+00  1.003E-03  2.507E-06 -1.262E+00 -2.285E-03 -5.713E-06  7.812E-02 -1.282E-03 -3.206E-06  8.631E-08 -5.779E-14 -1.445E-16
  1.009973E+05  1.340E+00  1.003E-03  2.507E-06 -1.265E+00 -2.266E-03 -5.666E-06  7.686E-02 -1.263E-03 -3.159E-06  8.631E-08 -6.457E-14 -1.614E-16
  1.013973E+05  1.341E+00  1.003E-03  2.507E-06 -1.267E+00 -2.248E-03 -5.619E-06  7.562E-02 -1.245E-03 -3.112E-06  8.631E-08 -5.742E-14 -1.435E-16
  1.017973E+05  1.342E+00  1.003E-03  2.507E-06 -1.269E+00 -2.229E-03 -5.573E-06  7.439E-02 -1.226E-03 -3.066E-06  8.631E-08 -5.456E-14 -1.364E-16
  1.021973E+05  1.343E+00  1.003E-03  2.507E-06 -1.271E+00 -2.211E-03 -5.528E-06  7.318E-02 -1.208E-03 -3.021E-06  8.631E-08 -5.146E-14 -1.286E-16
  1.025973E+05  1.344E+00  1.003E-03  2.507E-06 -1.274E+00 -2.193E-03 -5.483E-06  7.199E-02 -1.191E-03 -2.976E-06  8.631E-08 -5.357E-14 -1.339E-16
  1.029973E+05  1.345E+00  1.003E-03  2.507E-06 -1.276E+00 -2.176E-03 -5.439E-06  7.082E-02 -1.173E-03 -2.932E-06  8.631E-08 -4.234E-14 -1.059E-16
  1.033973E+05  1.346E+00  1.003E-03  2.507E-06 -1.278E+00 -2.158E-03 -5.396E-06  6.966E-02 -1.156E-03 -2.889E-06  8.631E-08 -5.059E-14 -1.265E-16
  1.037973E+05  1.347E+00  1.003E-03  2.507E-06 -1.280E+00 -2.141E-03 -5.353E-06  6.852E-02 -1.139E-03 -2.846E-06  8.631E-08 -3.848E-14 -9.620E-17
  1.041973E+05  1.348E+00  1.003E-03  2.507E-06 -1.282E+00 -2.125E-03 -5.311E-06  6.740E-02 -1.122E-03 -2.804E-06  8.631E-08 -4.113E-14 -1.028E-16
  1.045973E+05  1.349E+00  1.003E-03  2.507E-06 -1.284E+00 -2.108E-03 -5.270E-06  6.630E-02 -1.105E-03 -2.763E-06  8.631E-08 -3.916E-14 -9.790E-17
  1.049973E+05  1.350E+00  1.003E-03  2.507E-06 -1.286E+00 -2.092E-03 -5.229E-06  6.521E-02 -1.089E-03 -2.722E-06  8.631E-08 -3.957E-14 -9.893E-17
  1.053973E+05  1.351E+00  1.003E-03  2.507E-06 -1.288E+00 -2.075E-03 -5.189E-06  6.414E-02 -1.073E-03 -2.682E-06  8.631E-08 -3.068E-14 -7.670E-17
  1.057973E+05  1.352E+00  1.003E-03  2.507E-06 -1.290E+00 -2.060E-03 -5.149E-06  6.308E-02 -1.057E-03 -2.642E-06  8.631E-08 -3.436E-14 -8.589E-17
  1.061973E+05  1.353E+00  1.003E-03  2.507E-06 -1.293E+00 -2.044E-03 -5.110E-06  6.204E-02 -1.041E-03 -2.603E-06  8.631E-08 -3.654E-14 -9.136E-17
  1.065973E+05  1.354E+00  1.003E-03  2.507E-06 -1.295E+00 -2.029E-03 -5.071E-06  6.101E-02 -1.026E-03 -2.564E-06  8.631E-08 -3.411E-14 -8.527E-17
  1.069973E+05  1.355E+00  1.003E-03  2.507E-06 -1.297E+00 -2.013E-03 -5.033E-06  6.000E-02 -1.010E-03 -2.526E-06  8.630E-08 -3.358E-14 -8.396E-17
  1.073973E+05  1.356E+00  1.003E-03  2.507E-06 -1.299E+00 -1.998E-03 -4.996E-06  5.901E-02 -9.955E-04 -2.489E-06  8.630E-08 -2.879E-14 -7.197E-17
  1.077973E+05  1.357E+00  1.003E-03  2.507E-06 -1.301E+00 -1.983E-03 -4.959E-06  5.802E-02 -9.807E-04 -2.452E-06  8.630E-08 -2.519E-14 -6.297E-17
  1.081973E+05  1.358E+00  1.003E-03  2.507E-06 -1.303E+00 -1.969E-03 -4.922E-06  5.706E-02 -9.661E-04 -2.415E-06  8.630E-08 -3.054E-14 -7.636E-17
  1.085973E+05  1.359E+00  1.003E-03  2.507E-06 -1.304E+00 -1.954E-03 -4.886E-06  5.611E-02 -9.517E-04 -2.379E-06  8.630E-08 -2.763E-14 -6.909E-17
  1.089973E+05  1.360E+00  1.003E-03  2.507E-06 -1.306E+00 -1.940E-03 -4.851E-06  5.517E-02 -9.375E-04 -2.344E-06  8.630E-08 -2.728E-14 -6.820E-17
  1.093973E+05  1.361E+00  1.003E-03  2.507E-06 -1.308E+00 -1.926E-03 -4.816E-06  5.425E-02 -9.235E-04 -2.309E-06  8.630E-08 -2.572E-14 -6.429E-17
  1.097973E+05  1.362E+00  1.003E-03  2.507E-06 -1.310E+00 -1.913E-03 -4.781E-06  5.334E-02 -9.098E-04 -2.274E-06  8.631E-08  4.114E-13  1.029E-15
  1.101973E+05  1.363E+00  1.003E-03  2.507E-06 -1.312E+00 -1.899E-03 -4.747E-06  5.244E-02 -8.961E-04 -2.240E-06  8.631E-08  3.773E-13  9.433E-16
  1.105973E+05  1.364E+00  1.003E-03  2.507E-06 -1.314E+00 -1.886E-03 -4.714E-06  5.156E-02 -8.827E-04 -2.207E-06  8.631E-08  3.509E-13  8.773E-16
  1.109973E+05  1.365E+00  1.003E-03  2.507E-06 -1.316E+00 -1.872E-03 -4.681E-06  5.069E-02 -8.695E-04 -2.174E-06  8.631E-08  3.148E-13  7.869E-16
  1.113973E+05  1.366E+00  1.003E-03  2.507E-06 -1.318E+00 -1.859E-03 -4.648E-06  4.983E-02 -8.565E-04 -2.141E-06  8.631E-08  2.913E-13  7.283E-16
  1.117973E+05  1.367E+00  1.003E-03  2.507E-06 -1.320E+00 -1.846E-03 -4.616E-06  4.899E-02 -8.436E-04 -2.109E-06  8.631E-08  2.617E-13  6.543E-16
  1.121973E+05  1.368E+00  1.003E-03  2.507E-06 -1.321E+00 -1.834E-03 -4.584E-06  4.816E-02 -8.309E-04 -2.077E-06  8.631E-08  2.332E-13  5.831E-16
  1.125973E+05  1.369E+00  1.003E-03  2.507E-06 -1.323E+00 -1.821E-03 -4.553E-06  4.734E-02 -8.184E-04 -2.046E-06  8.631E-08  2.146E-13  5.365E-16
